Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,ID,Venue,Venue Latitude,Venue Longitude,Venue Category
"Birch Cliff, Cliffside West",43.692657,-79.2648481,4b2162a8f964a520133b24e3,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
"Birch Cliff, Cliffside West",43.692657,-79.2648481,4c3fb4a1d7fad13a4dfc04da,Dairy Queen,43.694488962802616,-79.27699774503714,Ice Cream Shop
"Birch Cliff, Cliffside West",43.692657,-79.2648481,4ae591a0f964a520eda021e3,Variety Village,43.69883533655271,-79.25795245225459,Gym
"Birch Cliff, Cliffside West",43.692657,-79.2648481,52d5ac8f11d2476f50fe5fbb,Wimpy's Diner,43.68904771098145,-79.26948627518628,Diner
"Birch Cliff, Cliffside West",43.692657,-79.2648481,4c55f54b72cf0f47d41f15d7,Harvey's,43.69456108281205,-79.2759427181229,Restaurant
"Birch Cliff, Cliffside West",43.692657,-79.2648481,4b9273ccf964a5209afa33e3,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
"Birch Cliff, Cliffside West",43.692657,-79.2648481,4c0311459a7920a1a675cf79,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
"Birch Cliff, Cliffside West",43.692657,-79.2648481,4dc9b816c65b4fc1c47f70bf,Prince Supermarket,43.6946133888628,-79.27387821822384,Convenience Store
"Birch Cliff, Cliffside West",43.692657,-79.2648481,4d9772a829352d4363c9f4c1,Variety Village Sunshine Pool,43.69881350657984,-79.25661563873291,Gym Pool
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5a35b4443abcaf37eb1a0d88,The Keg,43.7665789176648,-79.41213141222555,Steakhouse
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5a02789d0a464d3112a58785,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4ae257cff964a520758d21e3,Loblaws,43.768722,-79.412101,Grocery Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4f9735ace4b0dc878e2b5633,Maryam Hotel,43.766961,-79.401199,Hotel
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,563d44fccd1044ad67a744fb,The Captain's Boil,43.773255217045026,-79.41380541792645,Seafood Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4aedfeadf964a52005d121e3,Starbucks,43.768353,-79.413046,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5a46b1016e4650136e1dc52b,Saryo,43.76697902009232,-79.41220491675689,Café
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,557767bc498ea4a20c8043f6,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,57f92db0498ee70159702002,Satay Sate,43.76669,-79.4121,Indonesian Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4c12ccc077cea59360c0cd60,Sushi Moto Sake & Wine Bar,43.76390159157955,-79.41155904521092,Sushi Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b2c1999f964a52098c124e3,Sushi Bong,43.775428055109685,-79.41365367892402,Sushi Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,53c7201c498ef6785edb6856,Dakgogi,43.773009998847236,-79.41387458796359,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5ac6b2e2efa82a057cbd0c49,The Alley,43.776359,-79.414384,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4d446252e198721e4c23bb8b,Pastel Creperie & Dessert House,43.77621893353755,-79.41464769653886,Creperie
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4bc876028b7c9c74162038cf,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4ad4c062f964a520c3f720e3,Toronto Centre for the Arts,43.766228257307354,-79.41411495208739,Theater
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4ad4c062f964a520e2f720e3,Cineplex Cinemas,43.76862539839479,-79.41261307104753,Movie Theater
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,591491796bd36b1faf45e96b,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,50001583e4b090a9fbe160d6,Michaels,43.76724487394571,-79.41197372883607,Arts & Crafts Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4af2473cf964a52014e721e3,Metro,43.77417110604527,-79.41343232989311,Supermarket
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5077025ce4b05aefca37d9f9,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,58702ed20bc55b0a672ae4e6,MYMY Chicken,43.76465797243293,-79.41109575340602,Fried Chicken Joint
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4ada4936f964a520ea2021e3,Empress Walk,43.768540252857974,-79.4126707082784,Shopping Mall
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5d41f47e3d6c8a00083a3795,Longo’s Sheppard Centre,43.762221,-79.410762,Grocery Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4cf9ed11dccef04da169b29c,Aura,43.766012799364795,-79.41081286441447,Lounge
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,58c184204f218a16d13f758b,Booster Juice,43.76889,-79.4129899,Juice Bar
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b2ea56cf964a52034e424e3,Owl of Minerva,43.773327812864714,-79.41391451544317,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4c76920adb52b1f7a0c97bdc,Sushi One,43.76441166173842,-79.41187984957911,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,55d4174a498e4282465852fd,Bake Code 烘焙密碼,43.763968809039525,-79.41164099097621,Bakery
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4dcc56ac1838a9a8d7fe67fc,Pizzaiolo,43.76428931934003,-79.41177961294926,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,51c53bea498ebd074e48745c,Cottage Restaurant,43.77557162610398,-79.41323375417596,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,543d5b07498e006131fa3449,Hakata Shoryuken Ramen,43.77351855289592,-79.41387203910281,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b5c97d1f964a520a83829e3,Buk Chang Dong Soon Tofu 북창동 순두부 돌솥밥,43.777219274357755,-79.41486067859734,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b590484f964a520b27828e3,St. Louis Bar & Grill,43.77304026482439,-79.413770539975,Sports Bar
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b3e93dcf964a520309f25e3,Baton Rouge,43.76645494997892,-79.41222941305855,American Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,52fae3ef11d28f827283ff95,The Fry,43.76299303331066,-79.41144153878865,Fried Chicken Joint
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5a0c5ec8fdb9a7258ac7f16d,PetSmart,43.769139,-79.412522,Pet Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,58a0ab8004f4d7127735a1ce,Sansotei Ramen 三草亭,43.77670850946814,-79.41392739650291,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,559863b3498e5df666bf37ad,Union Social Eatery,43.76379660470405,-79.4113584939484,Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b315d90f964a520840525e3,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5b00c07c418686002c4f12f4,Sang-Ji Fried Bao,43.776573,-79.41442,Dumpling Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5ab5accd6bd36b087487be93,Aburi Room,43.769197,-79.414039,Sushi Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,58ee9d7a0393cc6b4d009ea1,Starbucks,43.768464,-79.414017,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4d892f62401a224b6ba68718,Roll.com,43.775288006642036,-79.41425610888591,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,50a96507e4b0445d672e8fb8,Easy Drink Easy Go,43.776292092262004,-79.41440463066101,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b00bfb8f964a520f84022e3,GoodLife Fitness North York Madison Centre,43.764836,-79.412709,Gym
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b48c217f964a520b25526e3,Douglas Snow Aquatic Centre,43.767317139739454,-79.41498164406656,Pool
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,511143a6e4b07cf13ef1b50b,Subway,43.768507,-79.41398454232785,Sandwich Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5c89486561f070002c452a4e,Five Guys,43.76240027532789,-79.4107626699753,Burger Joint
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,543cb4f5498ee8034fabc321,ZenQ,43.77673092310047,-79.41452506160952,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5096aff6f31cf044e81a21ea,Pizza Shab,43.77662520025942,-79.41420078277588,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5532ead9498e3cd7914f75ee,Artisan Noodle 老碗,43.77626534484827,-79.41462986904645,Chinese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4bb628fbef159c74e18075f7,Shawarma Max,43.76601170897119,-79.41084443679077,Middle Eastern Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4e2f7e22d1646b407b8f1651,Haida Sandwich,43.77543167870811,-79.41358715002293,Fast Food Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4d43ffbf1911a093655dd3d8,Tim Hortons,43.77396737677903,-79.41361973403849,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5896720a469aef72f336fb7e,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,55b93896498efb4bba7650be,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5112c745e4b0946f5af7f7bf,Dollarama,43.768722,-79.412101,Discount Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b2fcc53f964a5201df024e3,Shoppers Drug Mart,43.762587,-79.410924,Pharmacy
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,544ad69a498eeb86b7a4a8d0,Kinton Ramen,43.76968375926793,-79.41304877291766,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,537befcc498edb1da559269b,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b68b3dcf964a52009882be3,Moksha Yoga North York,43.76325012,-79.40546822,Yoga Studio
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,52339cbd11d27fbaadc60f33,Sharetea,43.775440304954174,-79.41339641170555,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,53b3754d498e7258bfd5e15c,한바탕 (Han Ba Tang) (Han Ba Tang),43.76290960718896,-79.41140806171066,Bar
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4bec2d59415e20a14830e7bb,Lee Town Restaurant,43.76419503107473,-79.4116255620473,Chinese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4f777209e4b0df5436c04da7,Kenzo Japanese Ramen House,43.762850505733084,-79.41142619935471,Ramen Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4bd71c6c5631c9b67af9a630,RBC Royal Bank,43.76602146815181,-79.41178248148627,Bank
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b832e14f964a5200dfc30e3,Wendy’s,43.76846127243853,-79.4123771060805,Fast Food Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,53365b04498e1331002e4d2c,Bar Koyoi,43.77494335172162,-79.4143055773749,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b2ac8eef964a52092af24e3,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,55a1a69f498eb3b28e4fc980,Sweet O'Clock 芋尚道,43.77752612864565,-79.41492757843857,Dessert Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4f31ed79e4b0bdfc0588ee83,Studio Lounge Karaoke,43.76392929196712,-79.41152965816455,Karaoke Bar
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b0b5853f964a5209b3023e3,L'opera Patisserie et Cafe,43.772767972277975,-79.41371702742671,Dessert Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4c4c800f42b4d13a11b82f80,The Beer Store,43.763872,-79.4002511,Beer Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,53377fbc498e2f346e290036,Nolbu,43.763029205140946,-79.41193749503265,Korean Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5c2cb4f231ac6c0039d4c0fe,LA Fitness,43.762424326238225,-79.4107925616352,Gym
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4c6d9c254d24b60caa5ed6d8,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4ad4c05ff964a52031f720e3,Mezza Notte Trattoria,43.772704,-79.413764,Italian Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b477b15f964a520783326e3,Tim Hortons,43.7655556,-79.4122337,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b69ad98f964a520f3ac2be3,Paisano's,43.764517781816416,-79.39989823947919,Italian Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4fc6d475e4b0785353957fe7,Nomé Izakaya,43.76255929292571,-79.41144034914508,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4d9f526a5dc7f04d62056c91,Subway,43.76447721342689,-79.41217087119867,Sandwich Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b4779f0f964a520543326e3,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537943,Vietnamese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4ce3129c4df7a35d66c9e079,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b6e44b3f964a52048b52ce3,Winners,43.763018,-79.410412,Department Store
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4c4482fc74ffc928e3a375cc,Tim Hortons,43.7740759,-79.4134558,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5967fef2e679bc3bafb89a5b,A&W,43.762507,-79.410526,Fast Food Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b32a063f964a520551025e3,Frog & Firkin,43.762744495550805,-79.41144636874411,Pub
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4c0502d9187ec928f9c0b77b,TD Canada Trust,43.77479440132216,-79.41468644757833,Bank
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4c3124de66e40f472b9fc48b,Pizza Hut,43.764552371687415,-79.41165302122893,Pizza Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4cd83da93ec4b1f7b98bbd3f,Ava Food Market,43.76414532190037,-79.39929965307797,Middle Eastern Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4afc0e14f964a520a31f22e3,Inakaya,43.765116314683894,-79.40013276871568,Japanese Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4cd9d42eccf060fc3775ec83,Second Cup,43.762855,-79.410379,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b281ed6f964a5204f8f24e3,Shoppers Drug Mart,43.765829,-79.412338,Pharmacy
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5a3b15a826659b10ec8139e3,Thai Express,43.762396,-79.41022,Restaurant
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4b887c13f964a52063fb31e3,Subway,43.76213637117152,-79.40888587190383,Sandwich Place
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4f632d0be4b0aa8f65d43956,RBC Royal Bank,43.76141557303067,-79.41021032631397,Bank
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,4ba2af30f964a520e40f38e3,Tim Hortons,43.763265276008866,-79.40530187567225,Coffee Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,555653b0498efe10bd88ab1a,Gong Cha 貢茶,43.77731465045197,-79.41470503807068,Bubble Tea Shop
"Willowdale, Willowdale East",43.7701199,-79.40849279999998,5218153811d22f4dad499f42,McDonald's,43.76538326092233,-79.41022708625557,Fast Food Restaurant
Downsview,43.7616313,-79.52099940000002,524f17d9498e873f51833c6d,Best Western Plus Toronto North York Hotel & Suites,43.756887077444425,-79.52877948651798,Hotel
Downsview,43.7616313,-79.52099940000002,4cb7afdb4c60a093cd9433ca,Shoppers Drug Mart,43.756147,-79.515843,Pharmacy
Downsview,43.7616313,-79.52099940000002,4b855236f964a520875631e3,Nella Cutlery,43.763957,-79.529793,Kitchen Supply Store
Downsview,43.7616313,-79.52099940000002,4f0cac7ee4b0f615a3adedb5,Pho Com Viet Nam,43.75663119859895,-79.51833633068185,Vietnamese Restaurant
Downsview,43.7616313,-79.52099940000002,4c23af7eb7b8a593e5413be8,Durante's No Frills,43.758178,-79.51968,Grocery Store
Downsview,43.7616313,-79.52099940000002,4ee91cd3e300cc66b42ceede,Pizza Hut,43.75633958118749,-79.51781778764257,Pizza Place
Downsview,43.7616313,-79.52099940000002,4bcf611e0ffdce72b769b2c0,Holiday Inn Express Toronto-North York,43.75623244271852,-79.52734789199224,Hotel
Downsview,43.7616313,-79.52099940000002,4bea026b62c0c928fb6be0d4,KFC,43.7566,-79.5181,Fast Food Restaurant
Downsview,43.7616313,-79.52099940000002,4c253b89136d20a1de3fe361,The Beer Store,43.7560941,-79.5162392,Beer Store
Downsview,43.7616313,-79.52099940000002,4e8673fbd66a9b178e911dd3,Petro-Canada,43.757187,-79.517778,Gas Station
Downsview,43.7616313,-79.52099940000002,4e9c997293ada5036e2c9756,Popeyes Louisiana Kitchen,43.75660425382002,-79.51604685393343,Fried Chicken Joint
Downsview,43.7616313,-79.52099940000002,4c7da6e89221236ae20b803d,Subway,43.75617104020033,-79.5182508987524,Sandwich Place
Downsview,43.7616313,-79.52099940000002,4ca539bfd971b1f7bf0ef5e0,Pizza Pizza,43.756185976894656,-79.5154595375061,Pizza Place
Downsview,43.7616313,-79.52099940000002,4c3da166980320a1c2358ce4,Petro-Canada,43.766586,-79.51987,Gas Station
Downsview,43.7616313,-79.52099940000002,4be56bfbbcef2d7fd0be03e5,Tim Hortons,43.7561284,-79.5162657,Coffee Shop
Downsview,43.7616313,-79.52099940000002,4c77c92bb4b4b60c05a2280e,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
Downsview,43.7616313,-79.52099940000002,4e8b66cf61afcc24d9b41fd5,Tim Hortons,43.75434420900222,-79.52702411134463,Coffee Shop
Downsview,43.7616313,-79.52099940000002,4dcaf597ae60f20544050d55,McDonald's,43.757325,-79.514091,Fast Food Restaurant
Downsview,43.7616313,-79.52099940000002,50183d0be4b0baa6b6320b9a,Dollarama,43.758177,-79.519679,Discount Store
Downsview,43.7616313,-79.52099940000002,4c7a8d092d3ba143eb8f91d0,Driftwood community centre,43.76567959563023,-79.51970643195256,Athletics & Sports
Downsview,43.7616313,-79.52099940000002,587d6185f22995732d4fa31f,Planet Fitness,43.757538,-79.51961,Gym / Fitness Center
Downsview,43.7616313,-79.52099940000002,4c366f043849c928ab15bcb1,Rexall,43.76659,-79.519852,Pharmacy
Downsview,43.7616313,-79.52099940000002,4e7e0b117ee6ec38252d3886,Jian Hing Supermarket,43.75667320052111,-79.51844367991136,Grocery Store
Downsview,43.7616313,-79.52099940000002,4f298aebe4b015f8e4c4e8e7,Pita Land,43.757520253440326,-79.51462786652858,Falafel Restaurant
Downsview,43.7616313,-79.52099940000002,4fd3f7f3e4b0f0b2d4eedecc,Living Well,43.756460538385106,-79.51598949881128,Caribbean Restaurant
Downsview,43.7616313,-79.52099940000002,5a01087a31ac6c68c64d5347,Dollarama,43.75677,-79.515084,Discount Store
Downsview,43.7616313,-79.52099940000002,4c1d51b0b4e62d7fc997dc93,Perkins,43.75656747323858,-79.52747471772624,American Restaurant
Downsview,43.7616313,-79.52099940000002,4cbfb1588db3b60cc21f7a78,Shoreham Plaza,43.76880310069173,-79.52048054521903,Shopping Mall
Downsview,43.7616313,-79.52099940000002,4bd1a64b5e0cce72b9c7a184,Travelodge Norfinch Drive Hotel Toronto,43.756541979889704,-79.52842992415722,Hotel
Downsview,43.7616313,-79.52099940000002,4f5bb679e4b05eaca40ffdd6,Mac's Convenience Store,43.76933566288619,-79.52110641923016,Snack Place
Downsview,43.7616313,-79.52099940000002,4e06233c62e100e581678192,Tri Star Restaurant,43.76933638194449,-79.52024995897516,Chinese Restaurant
Downsview,43.7616313,-79.52099940000002,4c9bc9fe0e9bb1f7cae6cd5f,John Booth Memorial Arena,43.769548855413575,-79.52324753470374,Skating Rink
Downsview,43.7616313,-79.52099940000002,4dc56f1aae608779d13a753a,Hwy 400 at Finch W.,43.75439885206936,-79.52696696364671,Intersection
Downsview,43.7616313,-79.52099940000002,4bc87946dc55eee1177ce8ac,Comfort Inn,43.757365,-79.529396,Hotel
Lawrence Park,43.7280205,-79.3887901,50e6da19e4b0d8a78a0e9794,Lawrence Park Ravine,43.72696303913755,-79.39438246708775,Park
Lawrence Park,43.7280205,-79.3887901,4b22e0a0f964a520544f24e3,Granite Club,43.7330429446901,-79.38198601664295,Gym / Fitness Center
Lawrence Park,43.7280205,-79.3887901,50a14c44e4b0bbf777f5152c,Tim Hortons,43.72732441416303,-79.37956273555756,Coffee Shop
Lawrence Park,43.7280205,-79.3887901,4ca34bc15720b1f77f5f30ef,Glendon Bookstore,43.72702356473666,-79.37897619381494,Bookstore
Lawrence Park,43.7280205,-79.3887901,4c824217dc018cfae226cd6c,Glendon Forest,43.72722590613304,-79.3784126622513,Trail
Lawrence Park,43.7280205,-79.3887901,4deea1463151ea1d4578cb66,Glendon Rose Garden,43.72733415672508,-79.37822227183874,College Quad
Lawrence Park,43.7280205,-79.3887901,4f29422fe4b09023de491f10,Lunik Co-op,43.72731127063538,-79.37783461678573,Café
Lawrence Park,43.7280205,-79.3887901,4d49e1e5bdf988bf82fba557,Glendon Athletic Club,43.7287988983121,-79.37681861012781,College Gym
Roselawn,43.7116948,-79.41693559999999,4fdc0e98e4b05197cd14912b,The Abbot,43.703687730512435,-79.41348481516249,Gastropub
Roselawn,43.7116948,-79.41693559999999,4b896ec4f964a520bd3532e3,Hotel Gelato,43.703477773135404,-79.41431071971614,Café
Roselawn,43.7116948,-79.41693559999999,4bdc79352a3a0f47a800b3b6,The Mad Bean Coffee House,43.70352947682181,-79.4136982823359,Coffee Shop
Roselawn,43.7116948,-79.41693559999999,4c6fec0eb3ce224b581b72c6,Phipps Bakery Cafe,43.704116466227575,-79.41113522499343,Bakery
Roselawn,43.7116948,-79.41693559999999,4b2c376ff964a520fbc324e3,7 Numbers,43.70363047439462,-79.41372432091855,Italian Restaurant
Roselawn,43.7116948,-79.41693559999999,4c54a7d21b46c9b6b7ccebce,Tokyo Sushi,43.704145677479275,-79.41063075217247,Sushi Restaurant
Roselawn,43.7116948,-79.41693559999999,4b117b8bf964a520817d23e3,Ferraro,43.70365527780529,-79.41316673153752,Italian Restaurant
Roselawn,43.7116948,-79.41693559999999,4b107e81f964a520b07123e3,EDO,43.703753667738965,-79.41280203647945,Japanese Restaurant
Roselawn,43.7116948,-79.41693559999999,4b76c895f964a520e05e2ee3,Forest Hill Arena,43.704289109749816,-79.42036702009155,Skating Rink
Roselawn,43.7116948,-79.41693559999999,4beae92aa9900f47e81b1740,TD Canada Trust,43.70402595885575,-79.41258256489618,Bank
Roselawn,43.7116948,-79.41693559999999,4ae99f04f964a52061b521e3,Starbucks,43.704171,-79.411887,Coffee Shop
Roselawn,43.7116948,-79.41693559999999,4b60aad1f964a52013f329e3,TD Canada Trust,43.71221158421207,-79.42823254003707,Bank
Roselawn,43.7116948,-79.41693559999999,4dfa95c852b145696e343521,Shoppers Drug Mart,43.71265154175745,-79.42803977796558,Pharmacy
Roselawn,43.7116948,-79.41693559999999,4baac620f964a520c6853ae3,Shoppers Drug Mart,43.703442,-79.415367,Pharmacy
Roselawn,43.7116948,-79.41693559999999,4afb75c5f964a520271e22e3,Kimono,43.70424116320532,-79.41008497921086,Sushi Restaurant
Roselawn,43.7116948,-79.41693559999999,53176b3c498ea85f5f4bf5a6,The Bagel House,43.70398896337057,-79.41176966913828,Bagel Shop
Roselawn,43.7116948,-79.41693559999999,4b33b28ef964a5202d1d25e3,Jewel & Java Café,43.712466857379965,-79.42799892210871,Café
Roselawn,43.7116948,-79.41693559999999,4d38f64abb0d721e1e3a59e3,NTCC Swimming Pool,43.710552812924895,-79.40578561334489,Gym Pool
Roselawn,43.7116948,-79.41693559999999,56984109498ead761808cc65,House Of Chan,43.703802840742526,-79.4136954641572,Asian Restaurant
Roselawn,43.7116948,-79.41693559999999,4c6c21e223c1a1cdc5b418cf,eMbody Fitness,43.70381312802871,-79.41289506065425,Gym
Roselawn,43.7116948,-79.41693559999999,505bb62ee4b035b64d7c0242,Doppio Zero,43.703474865065324,-79.41419433425875,Italian Restaurant
Roselawn,43.7116948,-79.41693559999999,4bf0273851f2c9b6d741f192,Dave Young Fruit Market,43.70368364563903,-79.41306336062313,Fruit & Vegetable Store
Roselawn,43.7116948,-79.41693559999999,4d972bfbb188721ee9460837,Groove School Of Dance,43.70364726481865,-79.41293251818647,Dance Studio
Roselawn,43.7116948,-79.41693559999999,5239e9808bbd70cc8230a05c,Duckee Asian Food,43.70326571547134,-79.41458702087402,Asian Restaurant
Roselawn,43.7116948,-79.41693559999999,4be1d1ef4283c9b6d89a54f8,LIV by Au Lit,43.704142,-79.410795,Clothing Store
Roselawn,43.7116948,-79.41693559999999,4f55526fe4b05b4bc3496f29,Body & Soul,43.70459325422878,-79.40961694607698,Gym
Roselawn,43.7116948,-79.41693559999999,4d5d51591da1cbff5f6d2405,Dermedica Laser and Spa,43.70427,-79.41008,Spa
"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,55569b59498ec5aeca07911e,Rainhard Brewing,43.67269006118166,-79.47867903828485,Brewery
"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,5a4eefd6666116293fc48635,Junction Craft Brewing,43.67329938917178,-79.47839140892029,Brewery
"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,556116f9498ec3d385417a98,Bad Axe Throwing,43.668256755814916,-79.48250283514746,Athletics & Sports
"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,4b646b24f964a52095b12ae3,Jumbo Burger,43.66604656112246,-79.48223103271583,Burger Joint
"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,584c4d050319b8682aa88aab,Shacklands Brewing,43.67295080687277,-79.47864755988121,Brewery
"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,4bfd86544cf820a1bd98ecf4,Smythe Park,43.67621543710062,-79.49573972502156,Park
